PlateThickness,InitialTemperature,HeatInput,ElectrodeVelocity,X,Y,Z,Max Temperature
0.005,240,1000,0.004,0.0,0.0,0.005,509.956903
0.004,200,1000,0.003,0.0,0.015,0.0,575.11989
0.003,200,900,0.004,0.025,0.015,0.0,708.6585
0.004,180,1000,0.003,0.05,0.0,0.004,604.894777
0.005,240,1000,0.003,0.025,0.02,0.0025,1297.281468
0.004,240,1000,0.004,0.05,0.04,0.0,511.237255
0.004,180,1000,0.0035,0.0,0.025,0.004,913.08849
0.003,240,900,0.0035,0.05,0.0,0.0,507.359516
0.005,240,1200,0.0035,0.0,0.04,0.0025,562.432564
0.005,240,900,0.0035,0.05,0.0,0.0,529.188963
0.004,180,1200,0.003,0.0,0.04,0.002,557.305217
0.003,180,1000,0.004,0.025,0.025,0.003,1284.005054
0.005,180,900,0.004,0.05,0.025,0.0,587.148302
0.004,180,1200,0.004,0.0,0.015,0.002,881.607319
0.005,240,900,0.003,0.05,0.0,0.0,566.817391
0.005,180,1200,0.0035,0.0,0.015,0.0,679.414576
0.003,180,900,0.004,0.025,0.02,0.0015,525.950162
0.004,200,1200,0.004,0.0,0.04,0.002,553.173857
0.004,180,1000,0.004,0.05,0.02,0.004,640.884491
0.003,200,1200,0.004,0.025,0.02,0.0,1054.096007
0.004,240,1200,0.003,0.025,0.015,0.002,930.089539
0.003,180,1000,0.004,0.05,0.0,0.0,536.450667
0.005,180,1200,0.004,0.0,0.025,0.005,629.683943
0.004,240,1000,0.0035,0.0,0.0,0.002,544.530447
0.003,180,900,0.003,0.05,0.025,0.0,997.143182
0.005,200,1000,0.0035,0.0,0.015,0.005,623.792615
0.003,200,1000,0.003,0.05,0.0,0.003,576.369218
0.004,200,900,0.0035,0.025,0.0,0.0,554.40346
0.003,180,900,0.004,0.0,0.025,0.0,574.01812
0.005,180,1000,0.003,0.0,0.04,0.0025,621.995369
0.003,200,1200,0.003,0.0,0.015,0.0,1344.015119
0.004,180,900,0.003,0.025,0.02,0.0,900.396927
0.005,240,900,0.0035,0.0,0.025,0.0025,574.419692
0.004,200,1200,0.0035,0.05,0.0,0.0,574.213831
0.004,180,1000,0.004,0.0,0.0,0.0,570.182805
0.004,180,1200,0.003,0.0,0.02,0.004,1164.804123
0.005,180,900,0.003,0.0,0.02,0.0,896.754577
0.005,180,1000,0.004,0.05,0.025,0.0,596.326285
0.004,180,1200,0.0035,0.0,0.015,0.002,956.154934
0.004,180,900,0.0035,0.05,0.015,0.004,642.51179
0.004,200,1000,0.004,0.025,0.025,0.004,590.945389
0.005,240,1000,0.004,0.05,0.025,0.0025,543.135586
0.003,240,900,0.003,0.05,0.015,0.0,674.892971
0.004,240,900,0.003,0.0,0.02,0.002,908.00728
0.003,240,1200,0.003,0.0,0.04,0.003,498.334369
0.003,240,1200,0.003,0.05,0.025,0.0015,748.809407
0.004,200,900,0.0035,0.05,0.015,0.002,786.96695
0.005,240,1200,0.0035,0.025,0.0,0.005,573.07479
0.003,180,1200,0.003,0.0,0.025,0.0015,1272.111882
0.004,240,1200,0.003,0.0,0.0,0.004,591.14495
0.004,200,900,0.0035,0.0,0.0,0.002,686.525352
0.003,200,900,0.003,0.0,0.04,0.0015,565.265454
0.003,200,1000,0.003,0.0,0.025,0.0,1145.803571
0.005,200,1000,0.003,0.05,0.04,0.0,600.316887
0.003,200,1000,0.0035,0.025,0.0,0.0015,871.84017
0.005,240,1200,0.003,0.0,0.02,0.0,1255.067233
0.004,200,900,0.003,0.025,0.04,0.004,587.6097
0.005,200,1200,0.0035,0.05,0.02,0.0025,722.695583
0.004,240,900,0.0035,0.05,0.015,0.0,598.782146
0.005,240,1000,0.004,0.0,0.04,0.0025,510.794006
0.005,240,900,0.003,0.05,0.02,0.0,905.422784
0.003,240,1000,0.004,0.05,0.04,0.003,484.866698
0.003,180,900,0.004,0.025,0.04,0.0015,1189.630036
0.005,200,1200,0.0035,0.025,0.0,0.0,604.73726
0.003,240,900,0.003,0.05,0.02,0.003,1040.124129
0.003,240,1000,0.003,0.05,0.04,0.0,561.091381
0.005,200,900,0.0035,0.025,0.02,0.005,1027.665793
0.004,200,1000,0.004,0.025,0.015,0.004,592.092261
0.003,180,1000,0.0035,0.05,0.025,0.0,874.366655
0.003,180,1000,0.004,0.025,0.04,0.003,747.23337
0.005,200,1000,0.003,0.0,0.025,0.0025,683.003697
0.005,180,1000,0.003,0.0,0.0,0.0,620.739978
0.005,240,1200,0.0035,0.05,0.0,0.0025,561.434003
0.003,200,1000,0.0035,0.05,0.0,0.003,1470.218512
0.005,180,1000,0.003,0.05,0.04,0.0,621.995369
0.003,240,1200,0.003,0.0,0.025,0.0,710.287755
0.004,180,1000,0.003,0.0,0.0,0.0,553.598081
0.003,200,900,0.003,0.025,0.04,0.003,571.502447
0.004,200,1200,0.004,0.025,0.0,0.004,563.505462
0.003,200,1000,0.004,0.025,0.02,0.0,507.835552
0.003,200,1200,0.003,0.05,0.015,0.003,764.634629
0.004,180,1200,0.003,0.05,0.04,0.0,623.262832
0.005,180,1200,0.003,0.0,0.02,0.005,874.675506
0.004,180,1000,0.0035,0.025,0.015,0.0,716.072411
0.003,240,1000,0.003,0.0,0.02,0.0,1214.261854
0.005,200,900,0.0035,0.05,0.04,0.0,558.779745
0.004,180,1000,0.0035,0.025,0.04,0.0,605.971388
0.003,240,1200,0.0035,0.0,0.04,0.0,575.82965
0.003,180,1000,0.004,0.025,0.0,0.0,519.826174
0.004,180,1000,0.003,0.05,0.02,0.002,932.888307
0.004,180,900,0.003,0.05,0.025,0.002,695.034046
0.003,200,900,0.0035,0.0,0.0,0.003,528.11289
0.003,180,900,0.003,0.0,0.02,0.0015,978.860047
0.004,180,900,0.004,0.025,0.025,0.0,567.36852
0.004,200,900,0.004,0.05,0.04,0.004,536.771338
0.004,180,1000,0.004,0.0,0.025,0.004,1327.700704
0.003,200,1000,0.003,0.025,0.0,0.0015,568.633903
0.003,240,900,0.003,0.0,0.015,0.0015,805.678305
0.004,180,1200,0.0035,0.05,0.015,0.0,686.458518
0.005,200,1000,0.003,0.025,0.0,0.0,614.900925
0.005,200,900,0.004,0.0,0.04,0.005,536.120682
0.005,180,1000,0.004,0.0,0.025,0.0025,596.325636
0.004,240,900,0.004,0.05,0.015,0.0,542.937255
0.003,240,900,0.004,0.05,0.04,0.0015,471.640517
0.004,240,900,0.003,0.0,0.02,0.0,998.436863
0.005,200,1000,0.003,0.0,0.0,0.005,599.156741
0.003,200,900,0.003,0.025,0.025,0.0015,883.209201
0.005,200,1000,0.0035,0.0,0.025,0.005,617.398768
0.004,180,1000,0.003,0.025,0.015,0.002,599.104405
0.004,180,1000,0.004,0.025,0.025,0.002,724.005582
0.004,180,1000,0.004,0.0,0.02,0.004,831.344412
0.005,200,900,0.0035,0.025,0.04,0.0,576.3481
0.005,200,1200,0.004,0.025,0.015,0.0025,757.32976
0.003,200,900,0.003,0.0,0.0,0.0015,564.614008
0.003,200,1000,0.003,0.0,0.04,0.0,704.117506
0.004,240,1000,0.004,0.05,0.02,0.002,661.083447
0.005,180,900,0.0035,0.0,0.025,0.0,626.345853
0.004,240,900,0.003,0.0,0.025,0.002,666.078141
0.003,200,1200,0.003,0.025,0.02,0.0,742.807946
0.004,180,900,0.004,0.025,0.02,0.0,641.853364
0.004,240,1000,0.004,0.0,0.025,0.004,561.812788
0.004,200,1000,0.0035,0.05,0.02,0.002,1386.544522
0.004,180,1000,0.004,0.0,0.02,0.002,833.703686
0.005,200,1200,0.003,0.025,0.04,0.0,631.164643
0.004,180,1000,0.003,0.05,0.015,0.004,715.521965
0.004,180,1000,0.003,0.05,0.04,0.004,605.619141
0.004,200,900,0.004,0.025,0.04,0.002,526.901727
0.004,180,900,0.0035,0.0,0.04,0.002,597.29423
0.004,200,900,0.003,0.05,0.02,0.002,878.396851
0.005,240,900,0.0035,0.05,0.025,0.0025,574.047326
0.004,240,1000,0.004,0.05,0.015,0.002,563.088022
0.003,200,1200,0.0035,0.05,0.025,0.003,673.985659
0.004,180,900,0.003,0.05,0.02,0.0,938.274934
0.004,200,1000,0.004,0.05,0.02,0.004,1141.058391
0.005,240,900,0.004,0.05,0.015,0.0,533.345158
0.005,240,900,0.0035,0.025,0.025,0.0,725.841864
0.004,180,1000,0.003,0.05,0.015,0.002,716.070252
0.005,200,900,0.0035,0.025,0.0,0.005,576.851908
0.003,200,1200,0.003,0.05,0.04,0.003,592.78199
0.003,240,1000,0.004,0.025,0.0,0.0,522.364244
0.003,200,1200,0.003,0.05,0.025,0.0015,763.333725
0.003,200,900,0.0035,0.025,0.025,0.0,785.043302
0.004,180,1000,0.003,0.025,0.04,0.0,546.093326
0.003,200,900,0.0035,0.025,0.02,0.0015,1378.624377
0.004,240,900,0.0035,0.025,0.015,0.004,758.827371
0.004,200,900,0.004,0.025,0.04,0.0,526.646343
0.005,240,900,0.0035,0.05,0.015,0.0025,582.118154
0.004,240,1000,0.0035,0.0,0.04,0.0,544.875297
0.004,200,1000,0.003,0.025,0.015,0.004,701.639557
0.004,180,1200,0.003,0.025,0.04,0.002,550.683225
0.003,180,900,0.0035,0.025,0.04,0.003,797.408761
0.005,240,1000,0.003,0.0,0.02,0.005,786.0747
0.005,240,900,0.004,0.0,0.025,0.005,527.103678
0.005,200,900,0.003,0.05,0.02,0.0025,732.502249
0.005,180,900,0.0035,0.025,0.04,0.0,595.599676
0.004,240,1200,0.0035,0.05,0.04,0.002,566.362882
0.004,180,1000,0.004,0.0,0.015,0.002,579.381892
0.003,240,1000,0.004,0.05,0.025,0.0,557.486318
0.003,240,1000,0.0035,0.05,0.015,0.003,627.558139
0.003,200,1200,0.0035,0.025,0.015,0.0,765.092404
0.003,200,1200,0.0035,0.05,0.04,0.0015,552.285368
0.004,180,1000,0.0035,0.025,0.04,0.002,605.619141
0.005,240,1000,0.0035,0.05,0.0,0.0025,541.344569
0.005,180,1200,0.0035,0.05,0.025,0.0,678.700847
0.003,200,1000,0.004,0.0,0.025,0.003,507.272843
0.004,200,1000,0.003,0.0,0.025,0.0,574.029034
0.004,240,1200,0.003,0.0,0.025,0.0,726.162304
0.003,180,900,0.0035,0.0,0.015,0.0015,538.996414
0.005,200,1200,0.003,0.0,0.02,0.0025,901.857208
0.004,200,1200,0.0035,0.025,0.04,0.004,581.372055
0.004,180,900,0.0035,0.05,0.04,0.0,573.932358
0.005,180,1200,0.003,0.0,0.025,0.0,742.417255
0.005,200,1200,0.0035,0.025,0.015,0.005,826.093302
0.004,200,1000,0.004,0.0,0.04,0.0,566.201372
0.005,180,1200,0.003,0.0,0.015,0.0025,743.667373
0.003,200,1200,0.004,0.0,0.0,0.003,563.702121
0.005,200,1000,0.003,0.05,0.04,0.0025,599.903938
0.005,200,900,0.004,0.05,0.04,0.0,536.439167
0.005,240,900,0.0035,0.025,0.0,0.0025,543.652673
0.005,180,900,0.003,0.05,0.04,0.0025,609.497432
0.005,180,1000,0.0035,0.0,0.015,0.005,649.24005
0.003,240,1000,0.003,0.025,0.025,0.0,532.392334
0.003,200,900,0.003,0.0,0.02,0.0015,1000.337308
0.003,180,1200,0.003,0.05,0.015,0.0,595.194528
0.004,200,1000,0.0035,0.025,0.02,0.002,764.734637
0.005,180,900,0.0035,0.05,0.02,0.0,663.820361
0.004,240,900,0.0035,0.05,0.025,0.002,597.120788
0.003,180,1000,0.004,0.025,0.015,0.0,537.264582
0.005,180,900,0.003,0.025,0.025,0.0,873.068066
0.005,200,900,0.003,0.025,0.015,0.005,827.713932
0.003,240,900,0.004,0.05,0.02,0.003,709.219612
0.004,180,1000,0.0035,0.0,0.04,0.002,606.184326
0.004,240,1000,0.003,0.025,0.025,0.004,881.972311
0.003,180,1200,0.003,0.05,0.02,0.0,770.095933
0.005,200,900,0.0035,0.0,0.025,0.0025,607.233898
0.004,200,1000,0.003,0.05,0.02,0.002,1500.0
0.003,240,900,0.004,0.0,0.015,0.0015,765.326749
0.004,240,1000,0.003,0.0,0.02,0.004,958.432831
0.003,200,900,0.0035,0.0,0.02,0.0015,798.761256
0.005,200,900,0.003,0.025,0.04,0.0025,603.127176
0.004,180,1200,0.004,0.025,0.025,0.0,632.967207
0.003,240,1000,0.0035,0.05,0.04,0.003,522.778041
0.005,240,1000,0.0035,0.05,0.025,0.0025,594.220372
0.004,240,900,0.003,0.025,0.025,0.0,860.385014
0.005,180,900,0.0035,0.025,0.025,0.0,778.114731
0.004,240,900,0.004,0.0,0.025,0.0,541.484731
0.003,180,1000,0.0035,0.0,0.04,0.003,636.770986
0.004,180,1000,0.004,0.025,0.015,0.002,569.51553
0.004,180,900,0.004,0.025,0.04,0.004,545.20495
0.004,200,1200,0.0035,0.025,0.0,0.002,583.171457
0.005,200,900,0.003,0.025,0.015,0.0,851.32285
0.003,180,1000,0.004,0.0,0.02,0.0,593.363593
0.003,180,1200,0.0035,0.05,0.0,0.0,575.396718
0.005,240,1200,0.003,0.0,0.04,0.005,596.189236
0.003,180,1200,0.004,0.025,0.0,0.0015,531.128481
0.003,240,1200,0.0035,0.0,0.025,0.0,938.592441
0.003,200,1200,0.0035,0.0,0.015,0.0,969.639298
0.003,180,1200,0.003,0.0,0.02,0.0015,769.629669
0.005,180,1000,0.0035,0.025,0.04,0.005,608.915897
0.005,240,900,0.003,0.0,0.04,0.0,567.113656
0.005,240,900,0.0035,0.025,0.025,0.0025,714.32504
0.004,240,1200,0.004,0.0,0.0,0.002,533.14278
0.004,180,1200,0.003,0.05,0.015,0.002,764.403034
0.003,180,900,0.004,0.0,0.04,0.003,665.689654
0.004,240,900,0.003,0.05,0.025,0.002,665.624145
0.004,240,1000,0.0035,0.05,0.02,0.002,774.706816
0.004,200,1200,0.003,0.025,0.0,0.004,609.036485
0.004,240,1000,0.0035,0.025,0.04,0.0,554.734922
0.004,240,1000,0.0035,0.05,0.015,0.002,622.211404
0.004,200,900,0.004,0.05,0.02,0.002,1125.732536
0.004,240,900,0.0035,0.025,0.04,0.004,542.844453
0.003,180,1200,0.0035,0.0,0.025,0.003,1010.968447
0.004,180,900,0.003,0.025,0.0,0.0,508.104134
0.004,200,1200,0.0035,0.0,0.04,0.0,574.577839
0.005,180,1000,0.004,0.025,0.04,0.0,581.184141
0.005,200,1000,0.003,0.025,0.02,0.0025,1322.230017
0.004,200,900,0.0035,0.025,0.025,0.004,623.932306
0.004,200,900,0.0035,0.05,0.04,0.002,562.810011
0.004,240,1200,0.003,0.025,0.02,0.0,1500.0
0.005,180,900,0.0035,0.0,0.02,0.005,663.062367
0.005,240,1000,0.004,0.025,0.025,0.005,679.769576
0.004,240,1200,0.0035,0.0,0.0,0.002,566.004786
0.003,180,900,0.003,0.05,0.04,0.0,684.86359
0.003,180,900,0.0035,0.05,0.0,0.003,553.711115
0.005,200,1000,0.004,0.0,0.015,0.005,586.957496
0.003,240,900,0.0035,0.025,0.04,0.0,549.745446
0.003,240,900,0.003,0.025,0.025,0.0,612.580899
0.004,180,1000,0.003,0.05,0.015,0.0,715.527175
0.004,180,1000,0.0035,0.0,0.04,0.004,605.831763
0.003,240,1200,0.003,0.0,0.02,0.003,1238.824951
0.005,180,900,0.004,0.025,0.04,0.0025,574.072556
0.004,240,1200,0.004,0.025,0.0,0.002,546.549798
0.003,180,900,0.004,0.0,0.04,0.0015,665.689654
0.004,240,900,0.004,0.05,0.0,0.0,498.87841
0.004,200,900,0.0035,0.0,0.04,0.0,587.936933
0.003,240,1200,0.0035,0.0,0.0,0.0015,577.653934
0.005,240,1200,0.004,0.025,0.025,0.0025,722.494685
0.004,180,900,0.0035,0.0,0.04,0.004,596.954253
0.003,240,1000,0.0035,0.05,0.025,0.0,621.726018
0.004,240,1000,0.004,0.05,0.0,0.002,510.439461
0.005,200,1200,0.004,0.0,0.025,0.0,601.316588
0.005,180,1000,0.003,0.05,0.0,0.0025,620.739978
0.005,200,900,0.004,0.025,0.02,0.005,906.511814
0.005,200,1000,0.004,0.0,0.02,0.0,712.434302
0.005,180,1000,0.004,0.025,0.04,0.005,581.184141
0.003,180,1200,0.004,0.025,0.025,0.003,811.654635
0.004,180,1200,0.004,0.05,0.0,0.0,570.76208
0.004,180,900,0.004,0.0,0.025,0.0,572.364806
0.004,180,1000,0.004,0.025,0.04,0.002,570.182805
0.004,180,900,0.0035,0.0,0.02,0.004,1413.743712
0.005,180,1200,0.003,0.025,0.02,0.0,1500.0
0.005,240,1000,0.003,0.025,0.0,0.005,588.173655
0.004,200,1200,0.0035,0.0,0.025,0.004,670.406317
0.005,200,900,0.003,0.025,0.025,0.0,846.599219
0.005,240,900,0.004,0.025,0.025,0.005,661.08349
0.003,240,1200,0.0035,0.0,0.025,0.0015,936.541991
0.003,200,1200,0.0035,0.0,0.02,0.0,1500.0
0.003,180,900,0.004,0.025,0.0,0.0015,564.418103
0.003,200,1000,0.0035,0.0,0.025,0.0015,541.294079
0.004,240,1200,0.003,0.025,0.04,0.0,595.730042
0.004,240,900,0.003,0.025,0.02,0.004,1386.54039
0.005,180,900,0.003,0.025,0.025,0.0025,853.895926
0.003,200,900,0.004,0.0,0.015,0.003,558.966536
0.004,240,900,0.0035,0.05,0.0,0.002,531.031214
0.003,200,1000,0.0035,0.05,0.02,0.003,552.659626
0.005,180,1200,0.0035,0.025,0.04,0.0025,627.133302
0.004,200,900,0.0035,0.0,0.025,0.002,685.419162
0.003,240,1000,0.004,0.05,0.025,0.003,557.486293
0.003,240,1000,0.0035,0.05,0.0,0.0,522.197046
0.004,200,1000,0.0035,0.0,0.04,0.0,589.439173
0.004,240,1000,0.004,0.025,0.02,0.002,1168.337735
0.004,240,900,0.004,0.0,0.025,0.002,541.756051
0.004,180,900,0.004,0.05,0.025,0.0,597.975642
0.003,200,1000,0.004,0.05,0.02,0.0015,570.673519
0.005,240,900,0.003,0.0,0.04,0.0025,567.474882
0.003,180,1200,0.004,0.025,0.025,0.0,812.094389
0.005,180,1200,0.003,0.05,0.0,0.0,639.701821
0.005,240,900,0.003,0.0,0.0,0.005,566.457129
0.004,240,1000,0.004,0.025,0.015,0.004,717.706294
0.005,180,1200,0.004,0.0,0.015,0.0025,631.979915
0.005,240,1000,0.0035,0.05,0.04,0.0,542.277705
0.005,240,1200,0.004,0.05,0.04,0.0,530.920762
0.003,240,1000,0.004,0.0,0.0,0.0,534.385131
0.004,200,1200,0.004,0.025,0.02,0.002,1360.003819
0.004,200,1200,0.0035,0.025,0.025,0.004,865.630248
0.003,240,1000,0.0035,0.0,0.02,0.0015,1500.0
0.004,180,900,0.004,0.0,0.04,0.0,566.713345
0.005,240,900,0.003,0.025,0.025,0.0,818.63864
0.004,200,1200,0.004,0.025,0.0,0.002,563.802082
0.005,180,1000,0.003,0.025,0.04,0.005,635.738445
0.003,180,1000,0.0035,0.025,0.025,0.0015,1477.862824
0.005,240,900,0.004,0.0,0.0,0.0025,499.516492
0.004,180,1200,0.0035,0.0,0.02,0.004,1500.0
0.003,240,1000,0.004,0.0,0.025,0.0015,798.948196
0.004,180,900,0.004,0.0,0.015,0.004,1249.940223
0.005,240,1200,0.003,0.0,0.02,0.0025,940.987858
0.004,180,900,0.004,0.05,0.04,0.002,546.093326
0.003,180,900,0.0035,0.0,0.015,0.003,538.996414
0.004,180,900,0.0035,0.05,0.0,0.002,566.713345
0.005,180,900,0.003,0.025,0.02,0.005,1210.251049
0.003,180,1000,0.0035,0.0,0.02,0.0015,645.902755
0.004,200,1000,0.003,0.05,0.04,0.004,594.17181
0.005,240,1000,0.004,0.025,0.015,0.005,684.469837
0.004,200,1200,0.0035,0.05,0.02,0.0,949.248071
0.005,240,1200,0.003,0.025,0.02,0.0025,1392.889118
0.004,240,900,0.0035,0.05,0.025,0.0,597.462068
0.005,180,900,0.004,0.05,0.02,0.0025,609.919523
0.003,180,1000,0.0035,0.025,0.025,0.0,1500.0
0.004,200,1200,0.003,0.0,0.04,0.002,608.110397
0.005,180,900,0.0035,0.0,0.02,0.0,729.373619
0.005,180,1000,0.004,0.05,0.02,0.0025,622.645125
0.004,200,1200,0.003,0.0,0.02,0.002,1119.643919
0.005,240,900,0.004,0.025,0.0,0.005,516.620938
0.005,180,900,0.004,0.0,0.04,0.005,548.92398
0.003,200,1000,0.004,0.05,0.0,0.0015,581.08847
0.003,200,1200,0.0035,0.05,0.04,0.0,552.285368
0.005,240,900,0.004,0.0,0.0,0.0,499.242257
0.005,180,1000,0.0035,0.05,0.02,0.0,727.286349
0.004,180,1200,0.0035,0.0,0.0,0.004,619.606104
0.003,200,900,0.0035,0.0,0.02,0.0,828.38627
0.005,240,1200,0.0035,0.0,0.04,0.0,562.078663
0.005,200,900,0.004,0.0,0.02,0.0,672.369798
0.004,240,1000,0.003,0.025,0.015,0.002,887.597468
0.003,240,900,0.0035,0.0,0.015,0.0015,868.239961
0.005,240,1200,0.0035,0.0,0.04,0.005,562.078663
0.004,240,1000,0.003,0.05,0.02,0.0,1056.865459
0.004,240,1200,0.0035,0.025,0.04,0.004,573.208286
0.005,180,900,0.004,0.0,0.0,0.0025,548.612351
0.004,200,1000,0.004,0.0,0.04,0.002,565.90185
0.003,180,1200,0.0035,0.025,0.025,0.003,1500.0
0.004,180,1200,0.0035,0.05,0.015,0.002,686.952525
0.005,180,1200,0.004,0.05,0.025,0.0,630.151951
0.004,180,1200,0.0035,0.05,0.025,0.0,684.807531
0.004,200,1000,0.004,0.0,0.0,0.002,565.242714
0.004,240,1200,0.004,0.05,0.025,0.0,601.265664
0.003,200,900,0.003,0.0,0.015,0.0015,689.685208
0.003,240,1000,0.004,0.05,0.02,0.0,786.055357
0.003,180,900,0.0035,0.0,0.02,0.003,631.198709
0.004,200,900,0.004,0.0,0.04,0.0,555.324873
0.005,200,1000,0.003,0.0,0.015,0.0025,685.720498
0.003,240,1200,0.003,0.0,0.0,0.0015,499.299315
0.004,240,1200,0.004,0.025,0.0,0.0,546.27324
0.004,200,900,0.004,0.0,0.04,0.002,555.038295
0.005,200,1000,0.004,0.025,0.04,0.0,562.272244
0.004,200,1200,0.003,0.0,0.025,0.004,739.027165
0.003,180,1200,0.0035,0.0,0.015,0.0015,563.87293
0.005,200,900,0.0035,0.025,0.0,0.0025,577.227752
0.005,240,900,0.0035,0.05,0.015,0.0,582.514037
0.003,240,900,0.004,0.05,0.015,0.0,538.913018
0.005,180,1000,0.0035,0.0,0.015,0.0,649.248799
0.005,180,1200,0.004,0.025,0.0,0.005,604.254799
0.003,240,1200,0.0035,0.025,0.015,0.0,753.43015
0.003,240,1200,0.003,0.0,0.015,0.0,713.83771
0.004,180,1200,0.0035,0.05,0.015,0.004,686.457924
0.004,200,1000,0.0035,0.05,0.02,0.0,1500.0
0.003,240,900,0.003,0.025,0.02,0.0,864.451842
0.005,200,1200,0.0035,0.0,0.015,0.005,659.415454
0.004,180,1000,0.004,0.05,0.015,0.0,611.804969
0.003,240,900,0.003,0.025,0.04,0.0,529.542452
0.004,180,1200,0.004,0.0,0.04,0.002,594.181846
0.003,240,900,0.003,0.05,0.02,0.0015,1040.124129
0.004,240,1000,0.0035,0.025,0.025,0.004,790.022656
0.005,200,1000,0.003,0.025,0.04,0.0025,614.466866
0.004,180,1200,0.004,0.025,0.02,0.0,791.419057
0.004,200,900,0.003,0.0,0.015,0.002,560.485879
0.004,180,1000,0.0035,0.0,0.02,0.002,1500.0
0.005,240,1200,0.004,0.0,0.0,0.0025,530.3333
0.003,240,1000,0.003,0.0,0.04,0.003,486.615787
0.005,240,1200,0.0035,0.05,0.025,0.0,632.651267
0.004,240,1200,0.0035,0.025,0.015,0.0,857.345056
0.003,200,900,0.0035,0.025,0.025,0.003,784.607632
0.004,240,1200,0.003,0.0,0.02,0.002,1158.769681
0.005,180,1000,0.004,0.05,0.015,0.0,600.148147
0.003,240,900,0.003,0.0,0.015,0.0,806.097449
0.004,180,1000,0.003,0.0,0.04,0.0,552.114425
0.005,240,900,0.004,0.0,0.025,0.0025,527.410792
0.005,240,900,0.003,0.0,0.02,0.005,734.246508
0.003,200,1000,0.0035,0.05,0.0,0.0,1500.0
0.005,180,1200,0.004,0.05,0.02,0.0025,657.587679
0.005,240,900,0.004,0.0,0.02,0.005,545.583527
0.005,200,900,0.003,0.05,0.015,0.0025,666.375584
0.005,240,900,0.0035,0.0,0.02,0.0025,631.414184
0.004,180,1200,0.0035,0.025,0.04,0.0,623.64154
0.005,240,1000,0.0035,0.025,0.015,0.0,758.464716
0.004,180,1000,0.0035,0.05,0.04,0.004,655.104359
0.004,200,1200,0.003,0.05,0.02,0.0,1198.910687
0.005,180,900,0.004,0.025,0.0,0.0,573.565613
0.004,200,1000,0.0035,0.025,0.025,0.004,644.592009
0.003,180,1000,0.0035,0.025,0.015,0.003,562.371444
0.003,240,1000,0.003,0.025,0.0,0.0,471.278194
0.004,240,900,0.0035,0.0,0.0,0.0,531.031214
0.004,200,900,0.0035,0.05,0.0,0.002,564.272287
0.005,180,1200,0.003,0.025,0.015,0.0,960.72177
0.004,180,1200,0.0035,0.05,0.025,0.004,684.80699
0.003,200,1000,0.0035,0.0,0.04,0.003,643.503555
0.005,240,1200,0.004,0.025,0.025,0.0,734.019687
0.003,200,1000,0.004,0.0,0.0,0.0,892.124664
0.004,180,1200,0.0035,0.05,0.02,0.004,839.663601
0.005,180,1000,0.004,0.025,0.04,0.0025,584.626049
0.005,200,1000,0.004,0.0,0.015,0.0025,587.349651
0.005,240,1000,0.004,0.0,0.04,0.005,510.506947
0.003,200,900,0.003,0.0,0.04,0.0,565.265454
0.005,240,1000,0.003,0.025,0.04,0.005,586.867729
0.004,240,900,0.0035,0.0,0.025,0.004,597.120788
0.005,200,1000,0.003,0.025,0.025,0.005,854.09286
0.004,180,1200,0.003,0.025,0.0,0.002,550.062095
0.004,200,1200,0.0035,0.025,0.04,0.0,581.372055
0.005,180,900,0.0035,0.0,0.015,0.005,629.880368
0.003,180,1000,0.0035,0.0,0.015,0.003,543.894715
0.003,240,900,0.004,0.05,0.015,0.0015,538.913005
0.005,180,1000,0.0035,0.05,0.025,0.0,647.531315
0.003,240,900,0.0035,0.05,0.04,0.0015,507.916848
0.004,180,1200,0.004,0.0,0.015,0.0,885.32984
0.005,180,900,0.003,0.0,0.015,0.0,687.064712
0.003,180,1200,0.0035,0.025,0.04,0.0015,884.071049
0.004,180,1000,0.0035,0.05,0.0,0.004,569.51553
0.004,180,1200,0.003,0.025,0.015,0.002,611.804934
0.004,200,900,0.003,0.05,0.02,0.004,875.397139
0.004,200,1200,0.004,0.025,0.04,0.002,562.42188
0.003,180,1000,0.003,0.025,0.04,0.003,1500.0
0.004,180,1000,0.0035,0.05,0.0,0.0,569.51553
0.005,180,900,0.0035,0.0,0.04,0.0025,571.865465
0.003,200,1200,0.003,0.0,0.02,0.0015,735.270585
0.003,180,900,0.0035,0.025,0.025,0.003,1395.050507
0.003,180,1200,0.003,0.025,0.0,0.0,595.676586
0.004,180,900,0.004,0.0,0.02,0.004,801.237892
0.004,180,900,0.0035,0.0,0.02,0.002,1476.28013
0.004,180,1000,0.0035,0.025,0.015,0.002,715.521965
0.003,240,1200,0.003,0.05,0.04,0.003,575.23312
0.005,180,1000,0.004,0.05,0.02,0.0,637.668284
0.004,180,1200,0.004,0.05,0.04,0.002,569.64558
0.004,200,1000,0.0035,0.0,0.015,0.002,701.639557
0.003,180,900,0.004,0.025,0.0,0.0,564.418103
0.004,240,900,0.003,0.025,0.0,0.0,579.413142
0.003,240,1000,0.003,0.05,0.025,0.003,703.548933
0.004,200,1200,0.003,0.025,0.025,0.004,940.367604
0.005,240,1200,0.004,0.025,0.02,0.0025,1095.67661
0.004,240,1200,0.004,0.05,0.04,0.0,533.743663
0.005,240,1000,0.0035,0.0,0.015,0.0,603.096249
0.005,180,1200,0.004,0.025,0.02,0.0,1500.0
